Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting
31/12/2024,UniSuper,Balanced,Cash,1,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AUD,,,,,,9288,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),AUD,,,,,,4663490322,0.0883
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),BRL,,,,,,64450,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),CAD,,,,,,7564296,0.0001
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),CHF,,,,,,324696,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),CLP,,,,,,417,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),CNY,,,,,,1088,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),DKK,,,,,,1503851,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),EUR,,,,,,4091457,0.0001
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),GBP,,,,,,7616463,0.0001
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),HKD,,,,,,1259592,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),HUF,,,,,,23276,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),ILS,,,,,,62046,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),INR,,,,,,768084,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),JPY,,,,,,8248811,0.0002
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),KRW,,,,,,1062,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),MXN,,,,,,165,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),NOK,,,,,,346366,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),NZD,,,,,,321492,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),PHP,,,,,,30408,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),PLN,,,,,,1741,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),SEK,,,,,,107743,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),SGD,,,,,,551769,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),THB,,,,,,470,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),TRY,,,,,,305,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),TWD,,,,,,407336,0.0
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),USD,,,,,,148418833,0.0028000000000000004
31/12/2024,UniSuper,Balanced,Cash,1,BNP PARIBAS SA (AUSTRALIA),ZAR,,,,,,41765,0.0
31/12/2024,UniSuper,Balanced,Cash,1,COMMONWEALTH BANK OF AUSTRALIA,AUD,,,,,,2063336149,0.0391
31/12/2024,UniSuper,Balanced,Cash,1,HSBC,AUD,,,,,,5899,0.0
31/12/2024,UniSuper,Balanced,Cash,1,NATIONAL AUSTRALIA BANK LIMITED,AUD,,,,,,261231074,0.0049
31/12/2024,UniSuper,Balanced,Cash,1,WESTPAC BANKING CORPORATION,AUD,,,,,,841407937,0.0159
31/12/2024,UniSuper,Balanced,Cash,1,Sub Total,,,,,,,8011238651,0.1517
31/12/2024,UniSuper,Balanced,Fixed Income,0,ABA TRUST 2023-1,,,,,,,7750769,0.0001
31/12/2024,UniSuper,Balanced,Fixed Income,0,AFG 2022-2 TRUST,,,,,,,209737,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,AFG 2023-1 TRUST,,,,,,,827835,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,AGI FINANCE PTY LTD,,,,,,,9046010,0.0002
31/12/2024,UniSuper,Balanced,Fixed Income,0,AIRSERVICES AUSTRALIA,,,,,,,15169083,0.0003
31/12/2024,UniSuper,Balanced,Fixed Income,0,AMP BANK LTD,,,,,,,1720365,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,AMP LTD,,,,,,,643626,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,AMPOL LTD,,,,,,,477058,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,ANZ HOLDINGS (NEW ZEALAND) LTD,,,,,,,90969189,0.0017000000000000001
31/12/2024,UniSuper,Balanced,Fixed Income,0,APOLLO SERIES 2018-1 TRUST,,,,,,,35311,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,APOLLO SERIES 2023-1 TRUST,,,,,,,1476951,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,APOLLO SERIES 2024-1 TRUST,,,,,,,6027399,0.0001
31/12/2024,UniSuper,Balanced,Fixed Income,0,AQUASURE FINANCE PTY LTD,,,,,,,64625671,0.0012
31/12/2024,UniSuper,Balanced,Fixed Income,0,ASX LTD,,,,,,,1150167,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUCKLAND INTERNATIONAL AIRPORT LTD,,,,,,,89300,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSGRID FINANCE PTY LTD,,,,,,,4670528,0.0001
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSNET SERVICES HOLDINGS PTY LTD,,,,,,,6279494,0.0001
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSTRALIA AND NEW ZEALAND BANKING GROUP LTD,,,,,,,348673431,0.0066
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSTRALIA PACIFIC AIRPORTS (MELBOURNE) PTY LTD,,,,,,,1388242,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,"AUSTRALIA, COMMONWEALTH OF (GOVERNMENT)",,,,,,,616655828,0.011699999999999999
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSTRALIAN ENERGY MARKET OPERATOR LTD,,,,,,,3821007,0.0001
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSTRALIAN GAS NETWORKS LTD,,,,,,,3942077,0.0001
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSTRALIAN POSTAL CORP,,,,,,,1559364,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSTRALIAN PRIME PROPERTY FUND COMMERCIAL,,,,,,,1000487,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSTRALIAN UNITY FUNDS MANAGEMENT LTD,,,,,,,3452105,0.0001
31/12/2024,UniSuper,Balanced,Fixed Income,0,"AUSTRALIAN, CAPITAL TERRITORY OF",,,,,,,61452422,0.0012
31/12/2024,UniSuper,Balanced,Fixed Income,0,AUSWIDE BANK LTD,,,,,,,59404,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,BANCO SANTANDER SA,,,,,,,16314559,0.0003
31/12/2024,UniSuper,Balanced,Fixed Income,0,BANK AUSTRALIA LTD,,,,,,,1986066,0.0
31/12/2024,UniSuper,Balanced,Fixed Income,0,BANK OF QUEENSLAND LTD,,,,,,,41523454,0.0008
